zinc_id,smiles
ZINC000014096305,O=C(O[C@H]1[C@H](C)[C@H]2[C@@]34OO[C@@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2)CCC(=O)[O-]
ZINC000012504271,Clc1ccc(C2CCC(C3=C([O-])C(=O)c4c(C3=O)cccc4)CC2)cc1
ZINC000256315111,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H]3[C@@H]4[C@]5(C)C(=CC(=O)CC5)CC[C@@H]4[C@H]4[C@@]2([C@@H](C(=O)CO)CC4)C3)O1
ZINC000118915341,O=C([O-])[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O[C@H]2C[C@H]3[C@@](C)([C@H]4C(=O)C[C@]5(C)C(=O)CC[C@H]5[C@@H]4CC3)CC2)O1
ZINC000095618785,O=C(C)[C@H]1[C@@]2(C)[C@@H]([C@@H]3[C@@H]([C@@]4(C)C([C@@H](O)C3)=CC(=O)CC4)CC2)CC1
ZINC000031622969,O=C1[C@@]2(C)[C@H]([C@H]3[C@@H](c4c(c(O)c(O)cc4)CC3)CC2)CC1
ZINC000013983447,O(C)c1c(OC)cc2c([C@@H]3[NH+](C[C@H](CC(C)C)[C@H](O)C3)CC2)c1
ZINC000004099002,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](Oc2c(OC)cc3[C@@H]4[C@H]([C@H]5[C@@](C)([C@@H](O)CC5)CC4)CCc3c2)O1
ZINC000003860468,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H]([NH3+])[C@H](O)O1
ZINC000002001181,O(C)c1c([C@@H](O)C[NH3+])cc(OC)cc1
ZINC000100053667,O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@@H](C(=O)O[C@@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](C(=O)[O-])O2)C[C@H]2[C@@H]1CCCC2)C)CCC
ZINC000013547277,Brc1c(NC2=[NH+]CCN2)ccc2NCC(=O)Nc12
ZINC000009225358,S(C)c1ccc(C(=O)C2=C(C)NC(=O)N2)cc1
ZINC000003979156,ClCCN(N=O)C(=O)NCc1c(N)nc(C)nc1
ZINC000001532843,O=C([O-])CCCCCC(=O)[C@@H]([NH3+])C
ZINC000019203134,O=C([O-])[C@]1(C)C[C@@H]2[C@@](C)(CC[C@@]3(C)[C@@]4(C)[C@H](C(=O)C=C23)[C@]2(C)[C@@H](C(C)(C)[C@@H](O)CC2)CC4)CC1
ZINC000004654886,S(=O)(=O)(Oc1c(O)ccc(CC[NH3+])c1)[O-]
ZINC000261494687,O=C([O-])[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H]([n+]2cc([C@@H]3N(C)C(=O)CC3)ccc2)O1
ZINC000261494672,S(=O)(=O)(NC(=O)NN1C[C@@H]2[C@@H](O)CC[C@H]2C1)c1ccc(C)cc1
ZINC000004214391,O=C([O-])C(C(=O)N[C@]1(OC)C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12)c1cscc1
ZINC000095618838,O=C(C)[C@]1(O)[C@]2(C)[C@@H]([C@@H]3[C@H]([C@]4(C)C([C@@](O)(C)C3)=CC(=O)CC4)CC2)CC1
ZINC000100054890,O=C([C@@H]([NH3+])C12C[C@@]3(O)C[C@](O)(C1)CC(C3)C2)N1[C@@H](C#N)C[C@@H]2[C@H]1C2
ZINC000095618621,O=C([O-])[C@](O)(Cc1cc(O)ccc1)C
ZINC000003783800,Clc1c2[C@H](n3cncc3)c3c(cccc3)CCc2cc(Cl)c1
ZINC000002014875,Clc1c(OCC=C)ccc(CC(=O)[O-])c1
ZINC000006071738,O(C[C@H]([NH3+])C)c1c(CO)cccc1C
ZINC000095618786,S(=O)(=O)(NC(=O)c1cc(OC)c(Cc2c3c(n(CO)c2)ccc(NC(=O)OC2CCCC2)c3)cc1)c1c(C)cccc1
ZINC000014768568,FC(F)(F)c1cc([C@H](O[C@H]2[C@H](N(CC3=NNC(=O)N3)CCO2)c2ccc(F)cc2)C)cc(C(F)(F)F)c1
ZINC000001238583,O[C@](C#C)(CC)C
ZINC000017611186,O=C1[C@]2(C)[C@](C)(C(=O)O1)[C@@H]1O[C@H]2CC1
ZINC000003920673,ClCOC(=O)[C@]1(OC(=O)OCC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1
ZINC000001482913,O=C([O-])[C@H](CC(=O)N1C[C@H]2[C@@H](C1)CCCC2)Cc1ccccc1
ZINC000000001441,O=C1OC2(CN1)CC[NH+](CCc1ccccc1)CC2
ZINC000095618593,O=C([O-])CC/C(=C\Cc1c(OC)c(C)c2c(c1O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](C(=O)[O-])O1)C(=O)OC2)/C
ZINC000095618878,S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(O[C@@H]4[C@@H](O)[C@H](O)[C@@H](O)[C@H](C(=O)[O-])O4)cc3)cc(C(F)(F)F)n2)cc1
ZINC000013514753,O=C([O-])C1=NC(=O)NC(=O)[N-]1
ZINC000000895330,O=C([O-])[C@@H]([NH3+])Cc1c2c([nH]c1)ccc(O)c2
ZINC000000000558,O[C@H](C[NH3+])c1ccc(O)cc1
ZINC000095618789,O(C)[C@]12[C@@H]([NH+](C)C[C@H](CO)C1)Cc1c3c([nH]c1)cccc23
ZINC000006071742,O(C[C@@H]([NH3+])C)c1c(CO)cccc1C
ZINC000002013189,O=C(OCc1cc(Oc2ccccc2)ccc1)[C@H]1[C@@H](C=C(C)C)C1(C)C
ZINC000000896621,Clc1ccc([C@@]2(O)N3C(=NCC3)c3c2cccc3)cc1
ZINC000095618914,Clc1cc2[C@@H](C)CN(C(=O)O[C@@H]3[C@@H](C)[C@H](C)[C@@H](C)[C@H](C(=O)[O-])O3)CCc2cc1
ZINC000019796161,O=C(CN1CC[NH+](C)CC1)N1c2c(C)scc2C(=O)Nc2c1cccc2
ZINC000067664978,O=C([O-])c1c2N(Cc3ccc(-c4c(-c5nnn[n-]5)cccc4)cc3)C(=O)Nc2ccc1
ZINC000095618891,Clc1cc2N(CCC[NH+](C)C)c3c(c(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O4)ccc3)CCc2cc1
ZINC000255962815,O=C([O-])[C@@H]1[C@@H](O)C[C@]2(O)O[C@H]1C[C@@H](O[C@H]1[C@@H](O)[C@@H]([NH3+])[C@H](O)[C@@H](C)O1)C=CC=CC=CC=CC=CC=CC=C[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C2
ZINC000030731121,O=C(Nc1c(C)c(O)ccc1C)C[NH2+]CC
ZINC000100051348,ClCCN(CCCl)[P@]1(=O)OCC[C@@H](O)N1
ZINC000009212425,O=C([O-])[C@H](NC(=O)c1ccc(NC[C@@H]2N(C=O)C=3C(=O)NC(N)=NC=3NC2)cc1)CCC(=O)[O-]
ZINC000095618758,O[C@@H]1[C@H]2C(C)(C)Oc3c(c(O)cc(CCCCC)c3)[C@H]2C=C(C)C1
ZINC000001530871,ClCCN([P@@](=O)(OCCC(=O)[O-])N)CCCl
ZINC000044964012,O[C@H]1[C@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H]([NH2+]CC3)C4)C=C1
ZINC000031439266,O=C1N(CCCC[NH+]2CCN(C3=NSCc4c3cccc4)CC2)C(=O)[C@@H]2[C@H]1CCCC2
ZINC000003977803,O(C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](Oc2cc([O-])c3C(=O)C=C(c4cc(O)c(OC)cc4)Oc3c2)O1)[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](C)O1
ZINC000100051396,O=C1[C@@H](N2C(=O)C=3C(C2=O)=C[C@H]2O[C@@H]2C=3)CCC(=O)N1
ZINC000077320103,O=C(N(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O1)[C@@H](C)c1sc2c(c1)cccc2)N
ZINC000001492251,OC[C@H]1[C@H](O)[C@@H](O)C[NH2+]1
ZINC000021981254,[NH2+]1C[C@H]2N(c3ncccc3Cc3c2cccc3)CC1
ZINC000100047524,O=C(OC1C[C@@H]2[N+](C)(C)[C@@H]([C@H]3O[C@@H]23)C1)[C@H](CO)c1ccccc1
ZINC000040165202,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC=2C(=O)CC[C@]3(C)[C@H]4[C@H]([C@@H]5[C@@](C)(C(=O)CC5)CC4)CCC=23)O1
ZINC000001482137,C[NH+]1C(C)(C)CCCC1(C)C
ZINC000257526031,O=C([O-])[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O[C@@H]2C[C@H]3[C@@](C)([C@@H]4C(=O)C[C@]5(C)C(=O)CC[C@@H]5[C@H]4CC3)CC2)O1
ZINC000001530866,Clc1c2c(c3c(c([C@@H](O)CC[NH+](CCCC)CCCC)c2)ccc(C(F)(F)F)c3)cc(Cl)c1
ZINC000021981274,Clc1cc(N2CC[NH+](CCCN3C(=O)N(CCOc4ccccc4)C([C@@H](O)C)=N3)CC2)ccc1
ZINC000031495147,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H]([N+](CCOC(c2ccccc2)c2ccccc2)(C)C)O1
ZINC000100054828,[S@+](C)(c1n(C)cnc1[N+](=O)[O-])c1ncnc2[nH]cnc12
ZINC000064624931,O=C(CC)c1cc2N(CCN3CC[NH+](CCO)CC3)c3c(Sc2cc1)cccc3
ZINC000034303655,S(=O)(=O)(N=C([O-])NC(C)C)c1c(Nc2cc(CO)ccc2)ccnc1
ZINC000100053150,O[C@H]1[C@H](O)[C@]2(O)N[C@@H]([C@H]1O)CC2
ZINC000118915344,S(CC)[C@@]1(SC)[C@]2(C)[C@H]([C@H]3[C@](F)([C@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1
ZINC000019203855,O=[N+]([O-])c1oc(/C=N/N2C(=O)O[C@H](CN3CCOCC3)C2)cc1
ZINC000019230121,OCC[NH+]1CCOCC1
ZINC000100054840,O(C)c1c2O[C@H]3[C@H](O)CC[C@@]4(O)[C@H]5[NH2+]CC[C@]34c2c(cc1)C5
ZINC000013282550,[O-][N+]1(C)[C@@H](c2cnccc2)CCC1
ZINC000095618605,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](OC2=Nc3c(C)ccnc3N([C@@H]3[C@@H](O)C3)c3ncccc23)O1
ZINC000000001600,O=C(CC)C1(c2cc(O)ccc2)CC[NH+](C)CC1
ZINC000034049485,O[C@]1(C#C)[C@]2(CC)[C@@H]([C@H]3[C@@H]([C@@H]4C(=C/C(=[NH+]\[O-])/CC4)CC3)CC2)CC1
ZINC000004654665,ClC[C@@H]1[C@@H](O)[C@H](O)[C@@](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cl)[C@@H](CO)O2)(CCl)O1
ZINC000003814379,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1
ZINC000000012342,Oc1c(O)ccc(C[C@@H]([C@@H](Cc2cc(O)c(O)cc2)C)C)c1
ZINC000000001894,Fc1c(N2CC[NH+](C)CC2)cc2N(CC)C=C(C(=O)[O-])C(=O)c2c1
ZINC000031425360,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](Oc2ccc([C@@]3(c4ccccc4)C(=O)NC(=O)N3)cc2)O1
ZINC000005421253,S(=O)(=O)(N=C([O-])c1ccccc1)c1ccc(N)cc1
ZINC000003830195,O=C(O[C@@]1([C@@H](C)C[NH+](C)CC1)c1ccccc1)CC
ZINC000100003677,O=C(OC1C[C@H]2[NH+](C)[C@H](C1)CC2)c1c2c([nH]c1)cccc2
ZINC000100016393,O=C(OC1C[C@@H]2[NH+](C)[C@H](C1)CC2)[C@H](O)c1ccccc1
ZINC000000056651,[NH+]([C@@H](CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC
ZINC000004097285,Cl[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1
ZINC000001997240,Clc1c(OC)c(C(=O)NC[C@@H]2[NH+](CC)CCC2)c(O)c(CC)c1
ZINC000100054103,S=C1NC(=O)Nc2n([C@H]3[C@@H](O)[C@H](O)[C@@H]([C@@H](P(=O)([O-])[O-])O)O3)cnc12
ZINC000085540254,O=C([O-])[C@H](CC)[C@@H]1O[C@@H]([C@H]([C@H](O)[C@@H](C(=O)[C@H](CC)[C@@H]2[C@@H](C)C[C@@H](C)[C@@]3(O2)O[C@@]2([C@H](O)C=C3)O[C@](C)([C@@H]3O[C@@H](C)[C@@](O)(CC)CC3)CC2)C)C)[C@@H](C)CC1
ZINC000013454202,O=C(OC1C[C@@H]2[N+](C)(C)[C@H](C1)CC2)C(CCC)CCC
ZINC000003830820,O=C(OCC)/C=C(/C=C/C=C(/C=C/c1c(C)c(C)c(OC)cc1C)\C)\C
ZINC000001622033,C(c1ccccc1)C1O[C@H](C)[C@@H](C)O1
ZINC000095618689,O([C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)C1)[C@@H]1C[C@@H]2[C@@](C)([C@@H]3[C@@H]([C@]4(O)[C@](C)([C@H](O)C3)[C@@H](C3=CC(=O)OC3)CC4)CC2)CC1
ZINC000015848249,I[C@@H](C)[C@H]1O[C@H](CO)CO1
ZINC000005178939,ClC(Cl)(Cl)[C@@H]1O[C@@H]2[C@@H](O)[C@@H]([C@@H](O)CO)O[C@@H]2O1
ZINC000001481798,[NH2+]([C@H](CC(c1ccccc1)c1ccccc1)C)C(C)(C)C
ZINC000001531007,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000000013936,S=C(Oc1cc2c(cc1)CCCC2)N(C)c1nc(OC)ccc1
ZINC000095619107,O([C@@H]1[C@@H](O)[C@@H](O)OC[C@@H]1O)[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1
ZINC000095617646,Clc1c(C[NH+]2Cc3c(sc(Cl)c3)CC2)cccc1
ZINC000005760515,O(C[C@H](O)C[NH2+]C(C)C)c1c2c(c(O)cc1)cccc2
ZINC000001999403,O(CC)c1c(OC[C@@H]2OCC[NH2+]C2)cccc1
ZINC000002020259,O[C@@H]([C@H](O)[C@@H](O)C[NH2+]C)[C@H](O)CO
ZINC000100054239,O=C(O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](C(=O)[O-])O1)N[C@@H](C(=O)NCc1ccccc1)COC
ZINC000013612564,OC[C@H]1[C@H](O)[C@H](O)[C@@H](O)C[NH2+]1
ZINC000008551999,O=C(O[C@H]1C[C@@H](C)CC(C)(C)C1)[C@@H](O)c1ccccc1
ZINC000003812925,O=C(N(CCC)CCC)[C@@H](NC(=O)c1ccccc1)Cc1ccc(OCC[NH+](CC)CC)cc1
ZINC000004102186,O=C([O-])[C@H]1C(C)(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N12
ZINC000073069247,S(=O)(=O)(CC)N1CC(CC#N)(n2ncc(-c3ncnc4[nH]ccc34)c2)C1
ZINC000000402946,O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@H](c4c(c(O)c(O)cc4)CC3)CC2)CC1
ZINC000000001579,O=C(NNC(C)C)c1ccncc1
ZINC000003860825,O=C(OC)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1[NH+](C2)CCc2c3c([nH]c12)cccc3
ZINC000256109534,O([C@H]1[C@@H](C)O[C@H](O[C@@H]2C[C@H]3[C@@](C)([C@H]4[C@@H]([C@]5(O)[C@](C)([C@H](O)C4)[C@H](C4=CC(=O)OC4)CC5)CC3)CC2)C[C@H]1O)[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)C1
ZINC000003774999,O=C(Oc1cc2c(cc1)CCC2)[C@H](COCCOC)CC1(C(=O)NC2CCC(C(=O)[O-])CC2)CCCC1
ZINC000008552164,O=C(OCCOC[C@@H](OCCO)[C@@H]1[C@@H](OCCO)[C@H](OCCO)CO1)CCCCCCCCCCC
ZINC000005167162,O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C([C@H](O)C3)=CC(=O)CC4)CC2)CC1
ZINC000008383181,[SH0](=O)([O-])[O-]
ZINC000245204943,O=C(OC)[C@H]1[C@@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)C[C@@H]3O[C@@]23[C@]2(C)C(=CC(=O)CC2)C1
ZINC000000968353,S=C1NC(=O)C([C@@H](CCC)C)(CC)C(=O)N1
ZINC000104375779,O[C@H]1[C@@H](O)[C@]2(O)N[C@@H]([C@H]1O)CC2
ZINC000018268128,[SH0](=O)([O-])CNc1ccc(S(=O)(=O)c2ccc(NC[SH0](=O)[O-])cc2)cc1
ZINC000049089868,Clc1sc2C(=O)C(C(=O)Nc3ncccc3)N(C)S(=O)(=O)c2c1
ZINC000005225520,O([C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1
ZINC000000057319,O[C@@H](C[NH2+][C@H](Cc1ccc(O)cc1)C)c1cc(O)cc(O)c1
ZINC000004212161,O=C([O-])[C@H](NC(=O)C)CCCNC(=O)C
ZINC000001856108,O=C(NCC[NH+](C(C)C)C(C)C)CN1C(=O)CCC1
ZINC000150485244,Ic1c(N(C(=O)C)C)c(I)c(C(=O)N[C@H]([C@@H](O)[C@H](O)[C@H](O)CO)C=O)c(I)c1NC(=O)C
ZINC000084462581,O=C1NC(=O)c2c(n[nH]c2)N1
ZINC000004095862,Oc1c(C)c(C)c2O[C@](CCC[C@@H](CCC[C@H](CCCC(C)C)C)C)(C)CCc2c1
ZINC000002568176,O=C1N(c2c(C)cccc2)C(C)=Nc2c1cccc2
ZINC000002563085,O=C(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)cc1)C
ZINC000005760164,O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O1)[C@@H](C)c1ccc(CC(C)C)cc1
ZINC000135848905,O=C1N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H]1C(C)C
ZINC000003831001,O=C(N(CC)CC)N[C@H]1C=C2[C@H]([NH+](C)C1)Cc1c3c([nH]c1)cccc23
ZINC000003830727,FC=1C([O-])=NC(=O)N([C@H]2[C@@H](O)[C@H](O)[C@@H](C)O2)C=1
ZINC000022056370,O(CCNc1ncccc1)c1ccc(C[C@@H]2C(=O)NC(=O)S2)cc1
ZINC000095618798,O=C(CO)[C@]1(O)[C@@H](O)C[C@@H]2[C@@]1(C)C[C@@H](O)[C@H]1[C@@]3(C)C(=CC(=O)C=C3)CC[C@@H]21
ZINC000040164432,O[C@H]1C=C(C)[C@@H](/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=2C(C)(C)C[C@H](O)CC=2C)\C)\C)/C)/C)C(C)(C)C1
ZINC000150338703,O=C(NCC(=O)N)[C@@H](NC(=O)[C@H]1N(C(=O)[C@H]2NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H](Cc3ccc(OC)cc3)NC(=O)CCCSC2)CCC1)CC(C)C
ZINC000019322537,O=S1(=O)NCN(CN2CNS(=O)(=O)CC2)CC1
ZINC000005140888,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@H]2C(=O)N(C)[C@H](c3cnccc3)C2)O1
ZINC000001530772,O=C1N(C)C(=O)O[C@@]1(CC)C
ZINC000003781942,O=C(N1CCN(c2cc3c(NC(=O)CC3)cc2)CC1)c1cc(OC)c(OC)cc1
ZINC000013526798,P(=O)(OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C(=O)N=C([O-])C(F)=C2)O1)([O-])[O-]
ZINC000095618911,O=C(N[C@@H]1C[C@@H]2[C@@H](Nc3c2cc(C(=O)N)cc3)CC1)C
ZINC000021981272,Clc1cc(N2CC[NH+](CCCN3C(=O)N(CCOc4ccccc4)C([C@H](O)C)=N3)CC2)ccc1
ZINC000000142824,O=C(Nc1ccccc1)C
ZINC000000005298,O=C1OC[C@@H](Cc2cc3c(CC[NH+](C)C)c[nH]c3cc2)N1
ZINC000003813024,S(=O)(=O)(N(C)C)c1cc2N(CCC[NH+]3CCC(CCO)CC3)c3c(Sc2cc1)cccc3
ZINC000000895271,O[C@H]([C@@H](O)CO)CO
ZINC000261494605,O=C(C)[C@]1(O)[C@]2(C)[C@@H]([C@H]3[C@@H]([C@]4(C)C([C@@](O)(C)C3)=CC(=O)CC4)CC2)CC1
ZINC000256335049,S(=O)(=O)(Oc1c2O[C@H]3C(=O)CC[C@@H]4[C@@H]5[NH+](C)CC[C@@]34c2c(cc1)C5)[O-]
ZINC000085589012,S(=O)(=O)(Oc1c(O)cc2[C@H]3[C@@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CCc2c1)[O-]
ZINC000000537804,S(=O)(=O)(N=C([O-])NN1CCCCCC1)c1ccc(CCNC(=O)c2noc(C)c2)cc1
ZINC000003872602,Fc1c([C@@](n2cncc2)(c2ccc(F)cc2)c2ccccc2)cccc1
ZINC000003874467,O=C(Oc1cc2c(cc(C(=[NH2+])N)cc2)cc1)c1ccc(NC(=[NH2+])N)cc1
ZINC000000056648,Clc1ccc(OC(C(=O)OCC)(C)C)cc1
ZINC000096014306,O=C(N[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O2)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2NC(=O)C)O[C@@H]1C(=O)[O-])C
ZINC000000895342,O=C([O-])[C@H]([NH3+])CO
ZINC000000492792,O=C(O[C@H]1C2CC[NH+](C1)CC2)C
ZINC000261494686,O=C([O-])[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H]([n+]2cc([C@@H]3N(C)C(=O)CC3)ccc2)O1
ZINC000012494987,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@H]2C(=O)N(C)[C@@H](c3cnccc3)C2)O1
ZINC000000896683,C(N1c2c(Sc3c1cccc3)cccc2)[C@H]1C[NH+](C)CC1
ZINC000000057058,Oc1cc2c(CC[NH3+])c[nH]c2cc1
ZINC000000057734,O=C([O-])C=1Oc2c(C(=O)C=1)cccc2
ZINC000000057260,Clc1ccc(Cn2c(C[NH+]3CCCC3)nc3c2cccc3)cc1
ZINC000001704226,O[C@@H](C[NH2+][C@@H](Cc1cc2OCOc2cc1)C)c1cc(O)c(O)cc1
ZINC000006068248,Clc1cnc(N2[C@H](OC(=O)N3CC[N+]([O-])(C)CC3)c3nccnc3C2=O)cc1
ZINC000000402981,O[C@H]([C@H]([NH2+]C(C)C)CC)c1cc(O)c(O)cc1
ZINC000002041279,[NH+]([C@@H](C[C@@](C#N)(C(C)C)c1ccccc1)C)(C)C
ZINC000261494588,O[C@@H]1[C@H]2Oc3c(O)ccc4c3[C@@]32[C@@](O)([C@H]([NH+](CC2CC2)CC3)C4)CC1
ZINC000169294173,O[C@@H]1[C@H]2Oc3c(O)ccc4c3[C@@]32[C@@H]([C@H]([NH2+]CC3)C4)C=C1
ZINC000095618643,O=C([O-])[C@@H](C)c1cc(Oc2ccc(O[C@@H]3[C@@H](O)[C@H](O)O[C@H](C(=O)[O-])[C@H]3O)cc2)ccc1
ZINC000095618742,O=C1[C@@](c2ccccc2)(C2=CC(=O)C(=O)C=C2)NC(=O)N1
ZINC000004095861,Oc1c(C)c(C)c2O[C@@](CCC[C@@H](CCC[C@H](CCCC(C)C)C)C)(C)CCc2c1
ZINC000004097439,S(C(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C([C@@H](F)C[C@H]21)=CC(=O)C=C3)CF
ZINC000003831317,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2
ZINC000013761818,S(=O)(=O)(N)c1ccc(-n2c(-c3ccc(CO)cc3)cc(C(F)(F)F)n2)cc1
ZINC000095618765,O=C(O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O1)C[C@]1(CC)OCCc2c3c(c(CC)ccc3)[nH]c12
ZINC000011616759,S(=O)([O-])(=Nc1c(OC)c([NH+]=C2c3c(Nc4c2cccc4)cccc3)ccc1)C
ZINC000100053300,O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@@H]([C@@H]([NH2+]CC3)C4)C=C1
ZINC000038601097,S(=O)(=O)(N=C1NOC(CO)=C1)c1ccc(N)cc1
ZINC000003788703,OCC(N[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@](O)(CO)C1)CO
ZINC000000001676,O=C(Oc1c(C)cc(OC(=O)CCC)c2c1cccc2)CCC
ZINC000000113386,ClC(Cl)C(=O)N[C@H]([C@@H](O)c1ccc([N+](=O)[O-])cc1)CO
ZINC000030731335,O=C([O-])[C@@H](/C=C\C)CCC
ZINC000261494629,O[C@H]1C[C@@H]2[C@@H]3C(=C)C[C@]4(CC)[C@](O)(C#C)CC[C@@H]4[C@@H]3CCC2=CC1
ZINC000095618862,O=C1N(CCCC[NH+]2CCN(c3ncccn3)CC2)C(=O)CC2(C[C@@H](O)CC2)C1
ZINC000095618642,O=C([O-])[C@H](C)c1cc(Oc2ccc(O[C@@H]3[C@@H](O)[C@@H](O)O[C@H](C(=O)[O-])[C@H]3O)cc2)ccc1
ZINC000005650070,O(CC[NH+](CC)CC)c1c(OCC[NH+](CC)CC)cccc1OCC[NH+](CC)CC
ZINC000242649207,[O-][N@@+]1(C)[C@@H](c2cnccc2)CCC1
ZINC000100051308,O=C([O-])/C=C(/C=C/C=C(/C=C/[C@@]12C(C)(C)CCC[C@@]1(C)O2)\C)\C
ZINC000100054361,O=C1[C@@](c2ccccc2)(C2=C[C@H]3O[C@@H]3C=C2)NC(=O)N1
ZINC000003977868,O=C([O-])[C@]1(C)C[C@@H]2[C@@](C)(CC[C@@]3(C)[C@@]4(C)[C@@H](C(=O)C=C23)[C@]2(C)[C@@H](C(C)(C)[C@@H](O)CC2)CC4)CC1
ZINC000004095761,O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1
ZINC000022060701,O=C([O-])[C@@H](C)c1ccc([C@H](O)C(C)C)cc1
ZINC000248025593,O([C@H]1[C@@H](O)[C@@H]([NH3+])C[C@@H]([NH2+]C)[C@@H]1O)[C@@H]1O[C@H](CO)[C@H](O)[C@@H]2O[C@@]3([C@@H](O)[C@@H](O)[C@@H](O)[C@@H]([C@H]([NH3+])CO)O3)O[C@@H]12
ZINC000100003504,O=C1[C@H]2CC3(O)C[C@H]1CC(C3)C2
ZINC000052986906,O=C([O-])[C@@H]([NH3+])CC[NH3+]
