zinc_id,smiles
ZINC000000006881,Clc1c(Cl)cccc1-c1c(N)nc(N)nc1CF
ZINC000003649817,Clc1c(Cl)ccc(C[C@]([NH+](C)C)(CO)C)c1
ZINC000014286068,O=C1N(CCCCCCCCC[C@H](O)C[NH2+]CCCCCCCCCCCC)C(=O)c2n(C)cnc2N1C
ZINC000014243327,O([C@H](CCCCCCCCCCCC)C1=CC(=O)OC1)C(=O)C
ZINC000003800039,O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@@H](C[C@H](O)CC4)CC3)CC2)CC1
ZINC000001886642,Fc1c(C(=NOCC[NH+](C)C)C=Cc2ccc(O)cc2)cccc1
ZINC000207704741,FC(F)(F)CC[C@H]([C@@H](C(=O)N)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2c(C)cccc2C(c2cc(F)ccc2)=N1
ZINC000003919561,O=C1NC(=O)c2c3c([nH]c4c(O)cccc34)c3n([C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)c4c(O)cccc4c3c12
ZINC000043196332,Fc1ccc(CC[N+]23C[C@H](OC(=O)[C@@](C)(N4CCCCC4)c4ccccc4)C(CC2)CC3)cc1
ZINC000000004013,[S@@H0](=O)(C)c1ccc(-c2c(-c3ccncc3)n3c([nH+]2)CCC3)cc1
ZINC000000001799,OCc1cnccc1
ZINC000103591673,Clc1ccc([C@@](O)(c2n(C)cnc2)C2=C[C@H]3C(c4cc(C#C)ccc4)=CC(=O)N(C)[C@@H]3C=C2)cc1
ZINC000034946588,O=C(N1CCCC1)c1ccc(-c2cc3N=C(N)CC(C(=O)N(CCC)CCC)=Cc3cc2)cc1
ZINC000002572643,O=C(N[C@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12)Cc1ccccc1
ZINC000000538314,Fc1ccc(C(c2ccc(F)cc2)=C2CC[NH+](CCC=3C(=O)N4C(SC=C4)=NC=3C)CC2)cc1
ZINC000038308178,O=C(C[NH2+]C(COC)(C)C)N1[C@@H](C(=O)c2oc(-c3ccccc3)nn2)CCC1
ZINC000072315701,O=C(N([C@H](C(=O)N1CCN(Cc2ccc(C#N)cc2)CC1)Cc1ccccc1)Cc1ccc(N2CCN(C(=O)C)CC2)cc1)/C=C/c1ccc(C(C)(C)C)cc1
ZINC000100018915,O=[N+]([O-])c1c(C2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1
ZINC000068314599,F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)COC(=O)CCCCCCCCCCCCCCC)O[C@H](CCC)O[C@@H]5C[C@H]4[C@@H]3C1)CCC(=O)C=2
ZINC000011686745,[S@@H0](=O)(CCCCCn1c(C)cc(C)n1)c1[nH]c(c(-c2ccccc2)n1)-c1ccccc1
ZINC000001546399,Clc1c(N)ccc(C(=O)NCC[NH+](CC)CC)c1
ZINC000253635539,O=C(CC(C)C)[C@H]1[C@@]2(C)[C@@H]([C@H]3[C@@H]([C@]4(C)[C@@H](NC(=O)C=C4)CC3)CC2)CC1
ZINC000169746730,O=C(CN[C@H]1C[NH2+]CC1)N1[C@H](B(O)O)CCC1
ZINC000006716826,S(=O)(=O)(N=C1C(C)=C(C)ON1)c1c(-c2c(COCC)cc(CN3C(=O)C4(N=C3CCCC)CCCC4)cc2)cccc1
ZINC000000005014,O=C(c1ncccc1)c1c2n(C(c3ccncc3)=CC=N2)nc1
ZINC000257354192,S(=O)(=O)(NC1CCC(C(=O)Nc2ncc(C(F)(F)F)cc2)CC1)C(C)(C)C
ZINC000028864451,O=C(NCCN1CCOCC1)c1n(C)cc(NC(=O)c2n(C)cc(NC(=O)c3ccc(/C=C/c4cnc5c(c4)cccc5)cc3)c2)c1
ZINC000022065943,O=[N+]([O-])c1cc([C@H]2C(C(=O)OC/C=C/c3ccccc3)=C(C)NC(C)=C2C(=O)OC)ccc1
ZINC000254010483,F[C@@]12[C@H](O)C[C@@]3(C)[C@](O)(C(=O)C)CC[C@@H]3[C@H]1C[C@H](C)C=1[C@]2(C)C=CC(=O)C=1
ZINC000100317046,O=NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(/C=C\3/C(=O)N([C@H]4C[NH2+]CC4)CC/3)CS[C@H]12)c1nc(N)sn1
ZINC000002016001,O=C(Nc1cc(C(=O)c2ccccc2)ccc1)c1c2n([C@@H](c3cnccc3)SC2)cc1
ZINC000049888891,FC(F)(F)c1c(CN2C(=O)N(C[C@H]([NH2+]CCCC(=O)[O-])c3ccccc3)C(=O)C(c3c(F)c(OC)ccc3)=C2C)c(F)ccc1
ZINC000034661169,O(C)c1cc(C)c(-c2c(C)nn3C(=N[C@@H](CC)c4onc(C)n4)C=C(C)Nc23)cc1
ZINC000003828610,O=C(NC)c1cc2c([C@H](CC[NH+]3CCN(c4ccc(OC)cc4)CC3)OCC2)cc1
ZINC000095628822,O=C([O-])[C@](O)(C[C@H]1O[C@@]2([C@H](O)CC1)O[C@H]([C@@H](/C=C/[C@H]1O[C@@]3(O[C@H]4[C@H](O)C(=C)[C@@H]([C@@H](O)C[C@H](C)[C@@H]5[C@H](C)CC[C@]6(O5)OCCCC6)O[C@@H]4CC3)CC1)C)CC(C)=C2)C
ZINC000000005569,Oc1c(C)c(Cc2cnccc2)c2nc(NC)sc2c1C
ZINC000000139367,[NH3+][C@@H](CC)Cc1c2c([nH]c1)cccc2
ZINC000003944268,ICCN(CCI)c1ccc(OC(=O)N[C@H](C(=O)[O-])CCC(=O)[O-])cc1
ZINC000003780554,O=C1c2c(NCCC[NH3+])ccc3c(C[NH2+]CCO)nn(c23)-c2c(O)ccc(O)c12
ZINC000009225331,FC(F)(F)c1cc(N2C(=O)Nc3c2ccc(C(F)(F)F)c3)c(O)cc1
ZINC000019227923,O=[N+]([O-])c1cc([C@@H]2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1
ZINC000017311164,FC=1C(N)=NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)C2)C=1
ZINC000206413987,O=C([O-])[C@@H](NC(=O)[C@@H]([C@H](OC)[C@H]1N(C(=O)C[C@@H](OC)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CCCCCN2C(=O)C=CC2=O)C)C(C)C)C(C)C)C)[C@H](CC)C)CCC1)C)Cc1ccccc1
ZINC000101121003,O=C(OCC)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cc(-n2cncc2)ccc1
ZINC000000388661,Oc1cc2OC[C@H](c3ccc(O)cc3)Cc2cc1
ZINC000071297091,S(=O)(=O)(CC)c1cc2nc(-c3cc4c(cc3)cccc4)oc2cc1
ZINC000000005719,O=C([O-])C[NH+]1CCC(N2CCN(c3ccc(C(=[NH2+])N)cc3)CC2)CC1
ZINC000113648937,O=C(OC1CC[NH+](CCN(C(=O)c2ccc(C[NH+]3CCC(C(=O)N)CC3)cc2)C)CC1)Nc1c(-c2ccccc2)cccc1
ZINC000004215770,O(C)[C@H]1[C@@H](O)[C@@H](C)O[C@H](O[C@H]2[C@H](Oc3c4c(c([O-])c5C(=O)Oc6c-7c(c(C)cc6)C(=O)Oc4c5-7)ccc3)O[C@H](C)[C@H](O)[C@@]2(O)C)[C@@H]1[NH3+]
ZINC000085540112,O=C([O-])[C@@H](NC(=O)[C@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)C)CCC2)C(C)C)CO)[C@H](CC)C)CCC1)CCC(=O)N
ZINC000003870412,O=C(O[C@H]1[C@@H](c2cc(O)c(O)c(O)c2)Oc2c(c(O)cc(O)c2)C1)c1cc(O)c([O-])c(O)c1
ZINC000003941149,Clc1c(OC)cc(-c2c(CCC3CCCCC3)sc(NC(=O)c3n(CC(=O)[O-])c4c(C)cc(C)cc4c3)n2)c(OC)c1
ZINC000100018897,O=[N+]([O-])c1cc([C@H]2C(C(=O)OC(C)C)=C(C)NC(C)=C2C(=O)OCCOC)ccc1
ZINC000068197070,S(=O)(=O)(N1CCCC1)c1c(-c2ccc(C[NH2+]CC(C)C)cc2)cccc1
ZINC000072190150,O=C1N(C2CCCC2)c2nc(NCC)nc(C)c2CC1c1[nH]ncc1
ZINC000096941869,O=C(N(NC(=O)c1c(CC)c(OC)ccc1)[C@@H](C(C)(C)C)CCC)c1cc(C)cc(C)c1
ZINC000257838187,Clc1c(C[N@+]2([O-])Cc3c(sc(OC(=O)C(C)(C)C)c3)CC2)cccc1
ZINC000299841500,O=C([O-])Cc1ccc(N=Nc2cc(C(=O)[O-])c(O)cc2)cc1
ZINC000261527108,S(=O)(=O)([O-])c1cc(C(=O)OCC(=O)[C@@]2(O)[C@@]3(C)[C@@H]([C@@H]4[C@@H]([C@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)CC2)ccc1
ZINC000003781460,O=C([C@@H](NC(=O)[C@@H]1[C@H](C)CC(=O)C1)Cc1[nH]cnc1)N1[C@H](C(=O)N)CCC1
ZINC000000013635,Fc1cnc(N2CC[NH+](CCC[C@H](O)c3ccc(F)cc3)CC2)nc1
ZINC000002570829,Clc1ccc(OCCCCCC[C@]2(C(=O)OCC)OC2)cc1
ZINC000028713813,S(=O)(=O)(N1[C@H](C)[C@@H](C)O[C@@H](CNO)C1=S)c1ccc(Oc2ccncc2)cc1
ZINC000003952532,O=C(N([C@@H](C(=O)NC)Cc1ccccc1)C)[C@H](N(C(=O)/C=C/CC([NH3+])(C)C)C)Cc1cc2c(cc1)cccc2
ZINC000238730515,Clc1c(OC)cc2cc1N(C)C(=O)C[C@@H](OC(=O)[C@@H](N(C(=O)CCC(SSCCCC(=O)NC)(C)C)C)C)[C@]1(C)O[C@H]1[C@H](C)[C@H]1OC(=O)N[C@@](O)([C@H](OC)/C=C\C=C(/C)\C2)C1
ZINC000003621187,O=C(CCC1C(=O)N(c2ccccc2)C(=O)[N-]C1=O)C
ZINC000095610824,O=C(N[C@H](C(=O)N)CCCC[NH3+])[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)CCC[NH3+])Cc1c(C)[nH]c2c1cccc2)Cc1c(C)[nH]c2c1cccc2)Cc1c(C)[nH]c2c1cccc2
ZINC000000001996,[NH+](CCCN1c2ncccc2Sc2c1cccc2)(C)C
ZINC000003805454,S[C@H](C(=O)N[C@@H]1C(=O)N(CC(=O)[O-])c2c(cccc2)CC1)Cc1ccccc1
ZINC000101118980,Fc1c(N2[C@H](NC(=O)[C@@H]([NH3+])CCC)CCC2)c2Oc3c(N4c2c(C(=O)C(C(=O)[O-])=C4)c1)cccc3
ZINC000001847308,Clc1c([C@@H](C#N)c2ccc(F)cc2)c(Cl)cc(N2C(=O)N=C([O-])C=N2)c1
ZINC000096928979,Brc1cnc(-c2n(C)c3c(c2C2CCCC2)ccc(C(=O)NC2(c4n(C)c5c(n4)ccc(/C=C/C(=O)[O-])c5)CCC2)c3)nc1
ZINC000004217234,O=C1C(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(N1)cccc2
ZINC000299841491,O=C(OC/C=C/c1ccc(-c2ncccn2)cc1)O[C@@]1(C)[C@H](O[C@H]2[C@H](O)[C@@H]([NH+](C)C)C[C@@H](C)O2)[C@@H](C)C(=O)C(C)C(=O)O[C@H](CC)[C@@]2(C)OC(=O)N[C@@H]2[C@@H](C)C(=O)[C@H](C)C1
ZINC000035953249,O=C(OC)N1CCC(CC#Cc2nc(N)c3ncn([C@H]4[C@H](O)[C@H](O)[C@@H](C(=O)NC5CC5)O4)c3n2)CC1
ZINC000003820027,O=C1N(Cc2nc3c(cn2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@H]([NH3+])CCC3)nc2N1C
ZINC000000289566,O=[N+]([O-])c1ccc(-c2oc3c(n2)cccc3)cc1
ZINC000049650290,O=C(Oc1ccc(OC)cc1)N(CC(=O)[O-])Cc1ccc(OCCc2c(C)oc(-c3ccccc3)n2)cc1
ZINC000004045293,FC=1C([O-])=NC(=O)N([C@H]2O[C@H](CO)[C@@H](O)C2)C=1
ZINC001081258090,OC(/C=C\C=C\[C@@H](C)[C@@H]1[C@]2(C)[C@H](/C(=C/C=C\3/C(=C)[C@@H](O)C[C@H](O)C/3)/CCC2)CC1)(CC)CC
ZINC000003834164,O=C1N([C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O2)C=CC(=O)N1
ZINC000072190225,Clc1c(C(=O)Nc2ccc(C[C@@H](NC(=O)c3c(Cl)cccc3C)C(=O)OCC[NH+](CC)CC)cc2)c(Cl)ccc1
ZINC000000602902,O=C(Nc1cc2c(N)cc(C)[nH+]c2cc1)c1c(COc2ccc(CC)cc2)cccc1
ZINC000049590175,Ic1c(CCCCCC)c(I)c(CCCCCC)c(I)c1CCCCCC
ZINC000022001248,O=C(OC(C)C)C1=C(C)NC(C)=C(C(=O)OC)C1c1c2nonc2ccc1
ZINC000034804182,S(=O)(=O)(N(C)[C@H]1Cn2c3c(c(CC(=O)[O-])c2CC1)cccc3)c1ccc(F)cc1
ZINC000003791675,O(CCC)c1c(OC)ccc([C@@]2(C)OC(=O)NC2)c1
ZINC000001548719,O(C/C=C/c1ccc(-c2[nH]c(c(-c3ccc(NC(C)C)cc3)n2)-c2ccc(NC(C)C)cc2)cc1)CC
ZINC000299888874,O=C(N)C1C(=O)[C@H](N(C)C)[C@@H]2[C@H](O)[C@H]3[C@H](C)c4c(c(O)ccc4)C(=O)C3=C([O-])[C@]2(O)C1=O
ZINC000066156654,O=C([O-])CCc1n(c(-c2ccc(-n3cncc3)cc2)cc1)-c1c(C)cc(C(=O)N)cc1
ZINC000084726167,O=S1(=O)N(C)CCOCCN(C)C(=O)C2=Cc3c(-c4c(C5CCCCC5)c5c(n4C2)cc(C([O-])=N1)cc5)ccc(OC)c3
ZINC000206179143,S(CC[C@H](NC(=O)[C@@H](N=C([C@@H](NC(=O)C)CCC(=O)[O-])C)CCC(=O)[O-])C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCNC(=[NH2+])N)CCCNC(=[NH2+])N)CCC(=O)N)C
ZINC000034005963,S(=O)(=O)(CCOC(=O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1)C
ZINC000113459996,S(=O)(=O)(N[C@H](C(=O)[O-])CNc1c(C)c(N2CCC(c3nc4NCCCc4cc3)CC2)[nH+]c(C)n1)c1ccc(OC)cc1
ZINC000095092808,O=C1N(c2cc(C)c(C)cc2)N=C(C)C1N=Nc1c(O)c(-c2cc(-c3nnn[n-]3)ccc2)ccc1
ZINC000013916716,C([NH+]1CCCCC1)[C@H]1NC(c2cnccc2)=NOC1
ZINC000001485409,Brc1c(CN(CC#C)c2ccc(C(=O)NCc3cnccc3)cc2)cc2C(=O)N=C(C)Nc2c1
ZINC000001536591,S(=O)(=O)(N[C@H](C(=O)NCCc1ccccc1)CC(=O)[O-])c1cc2c(cc1)cccc2
ZINC000000057163,O(C)c1cc2c(CC[NH3+])c[nH]c2cc1
ZINC000001488870,O=C(OCc1cnccc1)NCc1ccc(C(=O)Nc2c(N)cccc2)cc1
ZINC000014210883,P(=O)(OCn1c2c(-n3nc(C)nc3)ncc(OC)c2c(C(=O)C(=O)N2CCN(C(=O)c3ccccc3)CC2)c1)([O-])[O-]
ZINC000000004265,O=C(N1c2ncccc2C(=O)Nc2c1cccc2)[C@@H]1C[NH+](C)CCC1
ZINC000299841540,P(=O)([O-])([O-])[C@@H](O)CO[C@@H]1[C@@H](O)[C@H](O)CC(C(=O)[O-])=C1
ZINC000150564784,O=C(NCC[NH+](C)C)COc1c2cccc1Cc1c(OCC(=O)NCC[NH+](C)C)c(ccc1)Cc1c(OCC(=O)NCC[NH+](C)C)c(ccc1)Cc1c(OCC(=O)NCC[NH+](C)C)c(ccc1)C2
ZINC000100018343,O=C1[C@H](O)[C@@H](c2cc(O)c(O)cc2)Oc2c1c([O-])cc(O)c2
ZINC000005932901,O=C(N[C@H](CC)c1ccccc1)c1c([O-])c(-c2ccccc2)nc2c1cccc2
ZINC000003953163,Clc1c(Cl)ccc([C@@H]2[C@@H](COC)[C@@H]3[NH2+][C@H](C2)CC3)c1
ZINC000003805769,Clc1ccc(-c2c(CC(=O)[O-])n3c(c2-c2ccccc2)CC(C)(C)C3)cc1
ZINC000084610155,O=C(N)c1c2nc([C@]3(C)[NH2+]CCC3)[nH]c2ccc1
ZINC000068106125,O(CCC[N+](C)(C)C)c1ccc(C2=[cH0]3[nH][cH0](cc3)=CC3=[NH+]C(=C(c4ccc(OCCC[N+](C)(C)C)cc4)c4[nH]c(cc4)C=C4[NH+]=C2C=C4)C=C3)cc1
ZINC000003596274,O=C1C(=O)c2c([C@H]3OC(C)(C)CC[C@H]13)cccc2
ZINC000021297308,P(=O)([O-])([O-])COCCn1c2ncnc(N)c2nc1
ZINC000000043475,O=C(OC)N=C1Nc2c(N1)cccc2
ZINC000033983974,SC[C@H]([NH3+])C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CCCC[NH3+])CCCC[NH3+]
ZINC000003782486,Fc1cc2c([C@H](C(C)C)[C@@](OC(=O)COC)(CC[NH+](CCCc3[nH]c4c(n3)cccc4)C)CC2)cc1
ZINC000001532333,Brc1sc(c(-c2ccc(S(=O)(=O)C)cc2)c1)-c1ccc(F)cc1
ZINC000003920968,O=C1C=C2[C@@H]([C@H]3C(=C)C[C@]4(C)[C@](O)(C#C)C=C[C@H]4[C@@H]3CC2)CC1
ZINC000253690159,Fc1c(N2[C@@H]3C[NH2+][C@@H](C2)CC3)nc2N(c3c(F)cc(F)cc3)C=C(C(=O)[O-])C(=O)c2c1C
ZINC000000606309,O(C)c1ccc(N2[C@@H]([C@@H](CCCc3ccccc3)C2=O)c2ccc(OC)cc2)cc1
ZINC000040939374,Clc1c(-n2c(-c3ccc(Cl)cc3)c3OCCN(CC(F)(F)C)C(=O)c3n2)cccc1
ZINC000022453472,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)c(C#CC(C)(C)N2CC[NH+](C)CC2)c3)c1
ZINC000013986542,Clc1cc2c(cc(S(=O)(=O)C[C@@H](O)C(=O)N3CCC(N4C(=O)NCCC4)CC3)cc2)cc1
ZINC000003931585,O=C([C@@H]([NH3+])[C@H](CC)C)N1CSCC1
ZINC000003952747,O=C(N([C@H](C(=O)N1[C@H](C(=O)N2[C@H](C(=O)NC(C)(C)C)CCC2)CCC1)C(C)C)C)[C@@H](NC(=O)[C@@H]([NH+](C)C)C(C)C)C(C)C
ZINC000000001448,S(C)c1ccc(OCc2n(C)c([N+](=O)[O-])cn2)cc1
ZINC000000119988,O[C@H]1[C@@H](c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1
ZINC000000006313,OCC=1S[S+]=C(CO)CC=1
ZINC000011616585,Fc1ccc(-c2c(/C=C/[C@H](O)C[C@@H](O)CC(=O)[O-])c(C3CC3)nc3c2cccc3)cc1
ZINC000003951570,O=C1C=C2C(=C3[C@@H](c4cc5OCOc5cc4)C[C@]4(C)[C@](O)(C#CC)CC[C@H]4[C@@H]3CC2)CC1
ZINC000164235339,Ic1c(OCc2ccc(I)cc2)c(I)cc(CCC(=O)[O-])c1
ZINC000001842330,O(C[C@H](O)C[NH2+]C(Cc1c2c([nH]c1)cccc2)(C)C)c1c(C#N)cccc1
ZINC000095627834,F[C@@]1(C)C(=O)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@@H]([NH+](C)C)C[C@@H](C)O2)[C@@](OC)(C)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3nnc(-c4cc(N)ccc4)c3)C(=O)O[C@]2(C)[C@@H](CC)OC1=O
ZINC000013679213,Ic1c(Sc2n(CCC[NH2+]C(C)C)c3ncnc(N)c3n2)cc2OCOc2c1
ZINC000038811387,O[C@]1(C#C)[C@]2(C)[C@H]([C@H]3C(=C4C(=C/C(=[NH+]\[O-])/CC4)CC3)C=C2)CC1
ZINC000043206677,Fc1c(Oc2ccc(C[NH+]3[C@H](c4cc(C)cc(C)c4)CCC3)cc2)ccc(C(=O)N)c1
ZINC000020509316,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
ZINC000006716889,F[C@H]1[C@@H](CNc2ncccn2)CCN(C(=O)OCc2ccc(C)cc2)C1
ZINC000001482950,O=C(COc1ccc(C[C@H]2C(=O)NC(=O)S2)cc1)c1ncc(CC)cc1
ZINC000000001794,O=C([O-])c1c(C(=O)N2CSCC2)cccc1
ZINC000003930411,O=C([O-])CCCCCOc1c(CCC(=O)[O-])c(CCCCCCOc2c(CCC)c3OCCC(=O)c3cc2)ccc1
ZINC000067961455,Clc1ncc([C@]([NH3+])(c2n(C)cnc2)c2cc3C(c4cc(Cl)ccc4)=CC(=O)N(CC4CC4)c3cc2)cc1
ZINC000000007460,Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2cccc3)cc1
ZINC000003975517,O=C(O[C@H]1[C@@H](OC)[C@H]([C@]2(C)[C@@H](CC=C(C)C)O2)[C@]2(OC2)CC1)N[C@@H](C(=O)N)C(C)C
ZINC000169372472,O=C(O[C@@H]\1[C@@H](OC)/C=C/C=C(\C)/C(=O)NC=2C(=O)C(=C(N)C(=O)C=2)C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C/1\C)N
ZINC000034926229,OCc1c(C[NH3+])c(O)c(C)nc1
ZINC000003995999,Clc1nc(NC2CCCC2)c2ncn([C@H]3[C@@H](O)[C@H](O)[C@@H](CO)O3)c2n1
ZINC000040891968,Clc1c(OCc2[nH]c3c(n2)cc(OC)cc3)cc2OCOc2c1
ZINC000011616142,S(=O)(=O)(/N=C(\NC[C@H](O)c1ccc(O)cc1)/NCCSCc1oc(C[NH2+]C)cc1)C
ZINC000013883249,Clc1cc(OC[C@H](O)C[NH2+]C(CNc2ccc(C=3[C@H](C)CC(=O)NN=3)cc2)(C)C)c(C#N)cc1
ZINC000004214265,[S@H0](=O)(CC[C@](C(=O)O[C@@H]1C2CC[NH+](C1)CC2)(CO)c1ccccc1)C
ZINC000004654791,S(C(=O)C)C[C@H](C(=O)[O-])CC(=O)c1ccc(C)cc1
ZINC000008234351,O=C(O[C@H]1[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)[C@@H](O)[C@H](OCCc2cc(O)c(O)cc2)O[C@@H]1CO)/C=C/c1cc(O)c(O)cc1
ZINC000100270141,Fc1c2C(N)=C(c3[nH]c4c(n3)cc(N3CC[NH+](C)CC3)cc4)C(=O)Nc2ccc1
ZINC000001906617,O(C)c1cc([C@@]2(CCC[NH+](C)C)C(=O)NC(=O)CC2(C)C)ccc1
ZINC000000538211,Brc1cc(F)c(CN2C(=O)c3c(C(CC(=O)[O-])=N2)cccc3)cc1
ZINC000200259525,FC(F)(F)c1ccc(CNC(=O)c2c(OC)ccc(C[C@@H]3C(=O)[N-]C(=O)O3)c2)cc1
ZINC000160587624,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]([NH3+])Cc1ccc(C)cc1)Cc1c2c([nH]c1)cccc2)CC(C)C)C(=O)NC(=O)[C@H](NC(=O)[C@@H]([NH3+])CCCNC(=[NH2+])N)Cc1c2c([nH]c1)cccc2)C
ZINC000195904284,S(=O)(=O)(N(S(=O)(=O)C)c1ccc(Oc2ccc([C@@H](Cc3cc[n+]([O-])cc3)c3cc(OC(F)F)c(OC(F)F)cc3)cc2)cc1)C
ZINC000022916765,O=C(NN=Cc1c(O)c(CC=C)ccc1)CN1CC[NH+](Cc2ccccc2)CC1
ZINC000143479082,S([C@@H]1C[S@@H0](=O)CC1)C1=C(C(=O)OCOC(=O)C(OCC)(C)C)N2C(=O)[C@H]([C@H](O)C)[C@H]2S1
ZINC000100078465,O=C1C(Cc2nn3C(C)=CC(C)=Nc3n2)=C([O-])C[C@](CCc2cc(CC)[nH+]c(CC)c2)(C2CCCC2)O1
ZINC000003821710,S(=O)([O-])(=Nc1ccc([C@@H](O)CCC[NH+](CCCCCC(F)(C)C)CC)cc1)C
ZINC000001547338,Brc1c2sc(C)c(C)c2c(-c2cc(C)c(O[C@@H](C(=O)[O-])Cc3ccccc3)c(C)c2)c2c1cccc2
ZINC000095644685,Nc1ncc(-c2nc(N3CCOCC3)nc3n(C(C)C)c(C)nc23)cn1
ZINC000261527109,S(=O)(=O)([O-])c1cc(C(=O)OCC(=O)[C@@]2(O)[C@]3(C)[C@@H]([C@@H]4[C@@H]([C@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)CC2)ccc1
ZINC000115705166,Clc1cnc2[nH]cc(Cc3cnc(NCc4cnc(C(F)(F)F)cc4)cc3)c2c1
ZINC000257373136,O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(C=NN3CC[NH+](C4CCCC4)CC3)c(O)c3c(c([O-])c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C
ZINC000000589683,S(=O)(=O)(N)c1ccc(C2=C(c3cc(F)ccc3)C(=O)C(C)(C)O2)cc1
ZINC000196068306,O=C(NCCCC)[C@H](C(C)C)C[C@H](O)[C@H](NC(=O)C(Cc1ccccc1)c1n2c(C(CCC)=NC(c3cnccc3)=C2)nn1)Cc1ccccc1
ZINC000005138982,S[C@H](C(=O)N[C@H]1C(=O)N2[C@H](C(=O)[O-])CCC[C@@H]2SCC1)Cc1ccccc1
ZINC000012353762,Oc1cc2[C@H]3[C@@H]([C@H](c4ccc(O)cc4)Oc2cc1)CCC3
ZINC000003819446,O=[N+]([O-])c1cc(C(=O)NCc2cc(OC)c(OC)cc2)c(NC2CCC(NC=O)CC2)cc1
ZINC000011677730,Fc1c(N(C(=O)COC)[C@@H]2[C@@H](C)CN(CCN3C(=O)N(CC)N=N3)CC2)cccc1
ZINC000003918156,O=C([O-])CC[C@@H](C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)[C@@H](C[C@H](O)CC4)CC3)CC2)CC1
ZINC000003919810,OC[C@H]1O[C@@H](n2c3nc(N)nc(N)c3nc2)CO1
ZINC000031291771,O=C1C(N)=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)C=C2)C=C1
ZINC000685933070,O=C([O-])[C@H](NC(=O)[C@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[NH2+]C)CCCNC(=[NH2+])N)C(C)C)Cc2ccc(O)cc2)[C@H](CC)C)Cc2[nH]cnc2)CCC1)C
ZINC000203540977,Clc1cnc(CC(=O)Nc2cc(C(=O)c3c4c(n(C(CO)(C)C)c3)nc(N)nc4)cnc2)cc1
ZINC000005353058,O(C[C@@H](O)C[NH2+]C(C)(C)C)c1c(OCc2onc(OC)n2)cccc1
ZINC000299841551,O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(C=NOC(c3ccccc3)c3ccccc3)c(O)c3c(c([O-])c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C
ZINC000027623417,O=C(Oc1cc2[C@H](NCC#C)CCc2cc1)N(CC)C
ZINC000031415993,O=[N+]([O-])c1cc([C@H]2C(C(=O)OCCc3ccc(OC[C@@H](O)CO)cc3)=C(C)NC(C)=C2C(=O)OC)ccc1
ZINC000000164488,O=C1C(O)=C(C)OC=C1
